REGISTRATION_DATE,START_DATE,END_DATE,VERSION_EN,AREA_EN,CONTRACT_AMOUNT,ANNUAL_AMOUNT,IS_FREE_HOLD_EN,ACTUAL_AREA,PROP_TYPE_EN,PROP_SUB_TYPE_EN,ROOMS,USAGE_EN,NEAREST_METRO_EN,NEAREST_MALL_EN,NEAREST_LANDMARK_EN,PARKING,TOTAL_PROPERTIES,MASTER_PROJECT_EN,PROJECT_EN
"2026-06-30 08:42:10","2026-07-01 00:00:00","2027-06-30 00:00:00","Renewed","Marsa Dubai","78000","78000","Free Hold","85","Unit","Flat","","Residential","Jumeirah Beach Residency","Marina Mall","Sports City Swimming Academy","","1","",""
"2026-06-30 08:42:18","2026-06-05 00:00:00","2027-06-04 00:00:00","Renewed","Al Raffa","69732","69732","Non Free Hold","126.72","Unit","Flat","","Residential","ADCB Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"2026-06-30 08:42:34","2026-06-01 00:00:00","2027-05-31 00:00:00","Renewed","Al Warsan First","53251","53251","Free Hold","119.05","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"2026-06-30 08:42:34","2026-06-15 00:00:00","2027-06-14 00:00:00","Renewed","Al Saffa Second","158015.81","158015.81","Non Free Hold","200.48","Villa","Complex Villas","","Residential","Noor Bank Metro Station","Mall of the Emirates","Burj Al Arab","2","1","",""
"2026-06-30 08:43:37","2026-06-30 00:00:00","2027-08-13 00:00:00","New","Hadaeq Sheikh Mohammed Bin Rashid","210000","210000","Free Hold","130","Unit","Flat","","Residential","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","","1","","Lime Gardens "
"2026-06-30 08:43:41","2026-07-13 00:00:00","2027-07-12 00:00:00","Renewed","Al Warsan First","41000","41000","Free Hold","62","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"2026-06-30 08:43:46","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Al Merkadh","45000","45000","Free Hold","36","Unit","Flat","","Residential","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","","1","","Azizi Riviera 26"
"2026-06-30 08:43:52","2026-07-11 00:00:00","2027-07-10 00:00:00","New","Ras Al Khor Industrial Third","65100","65100","Non Free Hold","1339.22","Unit","Flat","","Residential","Creek Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 08:44:25","2026-06-30 00:00:00","2027-06-29 00:00:00","New","Hadaeq Sheikh Mohammed Bin Rashid","100000","100000","Free Hold","66.86","Unit","Flat","","Residential","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","","1","","Collective"
"2026-06-30 08:44:41","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Hadaeq Sheikh Mohammed Bin Rashid","88000","88000","Free Hold","61","Unit","Flat","","Residential","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","","1","","PARK RIDGE"
"2026-06-30 08:45:06","2026-07-10 00:00:00","2027-07-09 00:00:00","Renewed","Al Barsha South Fourth","50000","50000","Free Hold","60.32","Unit","Flat","","Residential","Dubai Internet City","Marina Mall","Sports City Swimming Academy","","1","","Binghatti Gate "
"2026-06-30 08:45:31","2026-07-01 00:00:00","2027-06-30 00:00:00","Renewed","Al Kheeran","176400","176400","Free Hold","81","Unit","Shop","","Commercial","Creek Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 08:46:23","2026-06-25 00:00:00","2028-06-24 00:00:00","Renewed","Al Jadaf","350000","175000","Free Hold","197.49","Unit","Shop","","Commercial","Al Jadaf Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 08:47:06","2026-07-07 00:00:00","2027-07-06 00:00:00","Renewed","Al Thanyah Fifth","70702.8","70702.8","Free Hold","77","Unit","Flat","","Residential","Marina Mall Metro Station","Marina Mall","Burj Al Arab","","1","","ARMADA TOWERS"
"2026-06-30 08:47:16","2026-07-18 00:00:00","2027-07-17 00:00:00","New","Wadi Al Safa 7","110000","110000","Free Hold","133","Villa","Villa","2","Residential","","","","","1","","Rukan 3"
"2026-06-30 08:47:24","2026-07-04 00:00:00","2027-07-03 00:00:00","Renewed","Madinat Hind 4","76000","76000","Free Hold","188.84","Villa","Villa","3","Residential","","","","","1","","DAMAC HILLS (2) - BASSWOOD "
"2026-06-30 08:47:27","2026-06-01 00:00:00","2027-05-31 00:00:00","Renewed","Al Khabeesi","171517","171517","Non Free Hold","415.54","Unit","Warehouse","","Industrial","Abu Baker Al Siddique Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 08:47:58","2026-08-10 00:00:00","2027-08-09 00:00:00","Renewed","Al Thanyah First","65000","65000","Free Hold","62","Unit","Flat","","Residential","Dubai Internet City","Mall of the Emirates","Burj Al Arab","","1","",""
"2026-06-30 08:47:59","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Marsa Dubai","60000","60000","Free Hold","51.47","Unit","Flat","","Residential","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","","1","",""
"2026-06-30 08:48:14","2026-08-15 00:00:00","2027-08-14 00:00:00","Renewed","Al Thanyah Third","180000","180000","Free Hold","193","Unit","Flat","","Residential","Dubai Internet City","Marina Mall","Burj Al Arab","","1","",""
"2026-06-30 08:48:24","2026-08-10 00:00:00","2027-08-09 00:00:00","Renewed","Al Barshaa South Second","94000","94000","Free Hold","105.06","Unit","Flat","","Residential","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","","1","","MIRAR"
"2026-06-30 08:48:24","2026-08-10 00:00:00","2027-08-09 00:00:00","Renewed","Al Barshaa South Second","94000","94000","Free Hold","105.06","Unit","Flat","","Residential","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","","1","","MONTROSE"
"2026-06-30 08:48:48","2026-07-01 00:00:00","2027-06-30 00:00:00","Renewed","Al-Cornich","77248.08","77248.08","Non Free Hold","88.38","Unit","Flat","","Residential","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 08:48:58","2026-06-26 00:00:00","2026-12-24 00:00:00","Renewed","Business Bay","53000","106592.18","Free Hold","82.72","Unit","Flat","","Residential","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","","1","","VERA TOWER "
"2026-06-30 08:49:04","2026-07-01 00:00:00","2027-06-30 00:00:00","Renewed","Cornich Deira","22000","22000","Non Free Hold","2.2","Unit","Shop","","Commercial","Salah Al Din Metro Station","","Dubai International Airport","","1","",""
"2026-06-30 08:49:04","2026-06-01 00:00:00","2027-05-31 00:00:00","New","Al Garhoud","20000","20000","Non Free Hold","134","Unit","Office","","Commercial","GGICO Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 08:49:24","2026-07-12 00:00:00","2027-07-11 00:00:00","Renewed","Muhaisanah Fourth","22999","22999","Non Free Hold","19.6","Unit","Flat","","Residential","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 08:49:24","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Jabal Ali First","65000","65000","Free Hold","77","Unit","Flat","","Residential","","","","","1","","GEMZ by Danube "
"2026-06-30 08:49:55","2026-06-21 00:00:00","2027-06-20 00:00:00","Renewed","Al Goze Industrial Second","59427","59427","Non Free Hold","20.03","Unit","Labor Camps","","Residential","Noor Bank Metro Station","Mall of the Emirates","Downtown Dubai","","3","",""
"2026-06-30 08:49:55","2026-06-21 00:00:00","2027-06-20 00:00:00","Renewed","Al Goze Industrial Second","59427","59427","Non Free Hold","20.03","Unit","Labor Camps","","Residential","Noor Bank Metro Station","Mall of the Emirates","Downtown Dubai","","3","",""
"2026-06-30 08:49:55","2026-06-21 00:00:00","2027-06-20 00:00:00","Renewed","Al Goze Industrial Second","59427","59427","Non Free Hold","20.03","Unit","Labor Camps","","Residential","Noor Bank Metro Station","Mall of the Emirates","Downtown Dubai","","3","",""
"2026-06-30 08:51:29","2026-06-20 00:00:00","2027-07-19 00:00:00","New","Al Barsha South Fourth","92000","92000","Free Hold","96.77","Unit","Flat","","Residential","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","","1","","PARK LANE 2 BY HEILBRONN"
"2026-06-30 08:51:46","2026-06-01 00:00:00","2027-05-31 00:00:00","Renewed","Al Raffa","68000","68000","Non Free Hold","153.38","Unit","Flat","","Residential","ADCB Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"2026-06-30 08:51:50","2026-06-12 00:00:00","2027-06-11 00:00:00","Renewed","Al Warsan First","40021","40021","Free Hold","86.71","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"2026-06-30 08:52:51","2026-05-20 00:00:00","2027-05-19 00:00:00","Renewed","Port Saeed","63500","63500","Non Free Hold","98.38","Unit","Office","","Commercial","Deira City Centre","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 08:53:21","2026-05-15 00:00:00","2027-05-14 00:00:00","Renewed","AL TWAR FIFTH","182000","182000","Non Free Hold","40","Villa","Villa","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 08:55:51","2026-07-15 00:00:00","2027-08-14 00:00:00","Renewed","Al Buteen","105000","105000","Non Free Hold","20","Unit","Shop","","Commercial","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 08:55:57","2026-06-26 00:00:00","2027-06-25 00:00:00","New","Burj Khalifa","100000","100000","Free Hold","52","Unit","Hotel","","Commercial","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","","1","","THE ADDRESS - THE BLVD"
"2026-06-30 08:56:11","2026-06-15 00:00:00","2027-06-14 00:00:00","Renewed","Al Mamzer","63000","63000","Non Free Hold","83","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 08:56:18","2026-06-26 00:00:00","2027-06-25 00:00:00","Renewed","Al Barshaa South Third","59000","59000","Free Hold","74","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","","1","",""
"2026-06-30 08:56:26","2026-06-01 00:00:00","2027-05-31 00:00:00","Renewed","Al Nahda First","40790","40790","Non Free Hold","63.82","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 08:56:27","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Al Khairan First","125000","125000","Free Hold","105","Unit","Flat","","Residential","Creek Metro Station","City Centre Mirdif","Dubai International Airport","","1","","Creek Palace"
"2026-06-30 08:56:42","2026-07-05 00:00:00","2027-07-04 00:00:00","Renewed","Al Warqa First","35000","35000","Non Free Hold","36.55","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 08:58:02","2026-06-01 00:00:00","2027-05-31 00:00:00","Renewed","Naif","24000","24000","Non Free Hold","33","Unit","Studio ","","Residential","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 08:58:12","2026-07-01 00:00:00","2027-06-30 00:00:00","Renewed","AL QUSAIS","27211.8","27211.8","Non Free Hold","37.16","Unit","Flat","","Residential","Airport Free Zone","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 08:59:13","2026-07-01 00:00:00","2027-06-30 00:00:00","Renewed","Al Suq Al Kabeer","68250","68250","Non Free Hold","111.65","Unit","Flat","","Residential","Al Fahidi Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 08:59:23","2026-06-01 00:00:00","2026-11-30 00:00:00","Renewed","Al Saffa First","103750","207500","Non Free Hold","107.5","Unit","Office","","Commercial","Noor Bank Metro Station","Dubai Mall","Downtown Dubai","","1","",""
"2026-06-30 08:59:34","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Wadi Al Safa 3","165000","165000","Free Hold","187","Villa","Villa","4","Residential","","","IMG World Adventures","","1","","THE FIELDS AT D11 - MBRMC"
"2026-06-30 08:59:38","2026-06-15 00:00:00","2027-06-14 00:00:00","Renewed","Al Suq Al Kabeer","32000","32000","Non Free Hold","40.6","Unit","Office","","Commercial","Al Ras Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 08:59:44","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Al Hebiah First","235000","235000","Free Hold","271","Villa","Villa","4","Residential","Dubai Internet City","Mall of the Emirates","Motor City","","1","","CASA FLORES AND EDEN APARTMENTS"
"2026-06-30 08:59:45","2026-08-01 00:00:00","2027-07-31 00:00:00","Renewed","Al-Cornich","70901.77","70901.77","Non Free Hold","93.2","Unit","Flat","","Residential","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 09:00:10","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Al Barshaa South Third","44000","44000","Free Hold","44.53","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","","1","","LINCOLN PARK"
"2026-06-30 09:00:18","2026-07-10 00:00:00","2027-07-09 00:00:00","New","Al Jadaf","71500","71500","Free Hold","69","Unit","Flat","","Residential","Healthcare City Metro Station","Dubai Mall","Downtown Dubai","","1","",""
"2026-06-30 09:01:09","2026-05-10 00:00:00","2027-05-09 00:00:00","Renewed","Al Barshaa South Third","130000","130000","Free Hold","124.46","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","","1","",""
"2026-06-30 09:01:13","2026-09-15 00:00:00","2027-09-14 00:00:00","Renewed","Al Barsha South Fourth","55000","55000","Free Hold","63.55","Unit","Flat","","Residential","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","","1","",""
"2026-06-30 09:01:16","2026-07-01 00:00:00","2027-06-30 00:00:00","New","Al Hebiah Third","45000","45000","Free Hold","43.89","Unit","Flat","","Residential","","","Motor City","","1","","DAMAC HILLS - ARTESIA"
"2026-06-30 09:01:38","2026-07-10 00:00:00","2027-07-09 00:00:00","Renewed","Al Wasl","60000","60000","Non Free Hold","66.8","Unit","Flat","","Residential","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"2026-06-30 09:01:50","2026-04-21 00:00:00","2027-04-20 00:00:00","Renewed","Al Hamriya","38000","38000","Non Free Hold","65.4","Unit","Flat","","Residential","Al Fahidi Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 09:02:09","2026-06-15 00:00:00","2027-06-14 00:00:00","Renewed","Al Muteena","82000","82000","Non Free Hold","148.64","Unit","Flat","","Residential","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 09:02:58","2026-07-30 00:00:00","2027-07-29 00:00:00","Renewed","Al Karama","69999","69999","Non Free Hold","77.6","Unit","Flat","","Residential","ADCB Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"2026-06-30 09:03:20","2026-05-22 00:00:00","2027-05-21 00:00:00","Renewed","Wadi Al Safa 2","53000","53000","Free Hold","77.06","Unit","Flat","","Residential","","","IMG World Adventures","","1","","QLINE (QPOINT PHASEII) 3C-LW-R-054"
"2026-06-30 09:03:20","2026-05-22 00:00:00","2027-05-21 00:00:00","Renewed","Wadi Al Safa 2","53000","53000","Free Hold","77.06","Unit","Flat","","Residential","","","IMG World Adventures","","1","","QPOINT LIWAN-PLOT R054"
"2026-06-30 09:04:04","2026-07-01 00:00:00","2027-05-15 00:00:00","Renewed","Madinat Hind 4","80927.11","92630.42","Free Hold","174.8","Villa","Villa","3","Residential","","","","","1","","DAMAC HILLS (2) - PACIFICA "
"2026-06-30 09:04:58","2026-06-21 00:00:00","2026-09-20 00:00:00","Renewed","Al Murqabat","478087.5","1912350","Non Free Hold","538.56","Unit","Shop","","Commercial","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 09:05:28","2026-08-01 00:00:00","2026-10-31 00:00:00","Renewed","Al Raffa","9000","36000","Non Free Hold","37.9","Unit","Flat","","Residential","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"2026-06-30 09:05:37","2026-06-11 00:00:00","2027-06-10 00:00:00","Renewed","Al Karama","254000","254000","Non Free Hold","188.86","Unit","Office","","Commercial","Burjuman Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"2026-06-30 09:05:43","2026-06-01 00:00:00","2027-05-31 00:00:00","Renewed","Mirdif","160000","160000","Non Free Hold","1","Villa","Villa","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 09:06:17","2026-06-24 00:00:00","2027-06-23 00:00:00","Renewed","Wadi Al Safa 5","75000","75000","Free Hold","118.09","Unit","Flat","","Residential","","","IMG World Adventures","","1","","SKY COURTS"
"2026-06-30 09:06:27","2026-10-01 00:00:00","2027-09-30 00:00:00","Renewed","Al Safouh Second","183225","183225","Non Free Hold","171.03","Villa","Villa","","Residential","Knowledge Village","Marina Mall","Burj Al Arab","2","1","",""
"2026-06-30 09:06:36","2026-07-06 00:00:00","2027-07-05 00:00:00","Renewed","Al Barsha South Fourth","60000","60000","Free Hold","73.98","Unit","Flat","","Residential","Dubai Internet City","Marina Mall","Sports City Swimming Academy","","1","",""
"2026-06-30 09:06:55","2026-07-20 00:00:00","2027-07-19 00:00:00","Renewed","Al Nahda First","49000","49000","Non Free Hold","682.43","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"2026-06-30 09:07:03","2026-07-07 00:00:00","2027-07-06 00:00:00","New","Al Barsha South Fourth","57000","57000","Free Hold","81.32","Unit","Flat","","Residential","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","","1","","DEZIRE RESIDENCES"
"2026-06-30 09:07:40","2026-08-10 00:00:00","2027-08-09 00:00:00","Renewed","Warsan Fourth","52000","52000","Free Hold","79.8","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"2026-06-30 09:08:28","2026-03-07 00:00:00","2027-03-06 00:00:00","New","Oud Metha","140000","140000","Non Free Hold","201.77","Unit","Flat","","Residential","Healthcare City Metro Station","Dubai Mall","Burj Khalifa","","1","",""
