TRANSACTION_NUMBER,INSTANCE_DATE,GROUP_EN,PROCEDURE_EN,IS_OFFPLAN_EN,IS_FREE_HOLD_EN,USAGE_EN,AREA_EN,PROP_TYPE_EN,PROP_SB_TYPE_EN,TRANS_VALUE,PROCEDURE_AREA,ACTUAL_AREA,ROOMS_EN,PARKING,NEAREST_METRO_EN,NEAREST_MALL_EN,NEAREST_LANDMARK_EN,TOTAL_BUYER,TOTAL_SELLER,MASTER_PROJECT_EN,PROJECT_EN
"102-57696-2026","2026-06-29 16:45:43","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DOWN TOWN JABAL ALI","Unit","Hotel Apartment","859320","63.16","63.16","1 B/R","1","","","","0","0","","Arian By Azizi "
"102-57697-2026","2026-06-29 17:36:27","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","630000","35.4","35.4","Studio","1","","","","0","0","","azizi venice 13 "
"102-57698-2026","2026-06-29 16:47:19","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","AL FURJAN","Unit","Hotel Apartment","536000","35.34","35.34","Studio","1","ENERGY Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","","AZIZI JEWEL "
"102-57699-2026","2026-06-29 17:15:41","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","1235000","68.14","68.14","1 B/R","1","","","","0","0","","azizi venice 12"
"102-57700-2026","2026-06-29 17:13:05","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","595000","31.61","31.61","Studio","1","","","","0","0","","AZIZI VENICE 9 "
"102-57701-2026","2026-06-29 17:02:37","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","730000","32.89","32.89","Studio","1","","","","0","0","","Azizi Venice 6"
"102-57702-2026","2026-06-29 16:54:02","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","761000","35.92","35.92","Studio","1","","","","0","0","","Azizi Venice 16"
"102-57704-2026","2026-06-29 16:47:28","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","AL FURJAN","Unit","Flat","1435560","119.5","119.5","2 B/R","1","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","","AZIZI ZAIN "
"102-57705-2026","2026-06-29 16:40:44","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Hebiah Fifth","Building","Villa","1587000","105.6","105.6","3 B/R","","","","","0","0","","Reportage Hills"
"102-57706-2026","2026-06-29 17:32:55","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI STUDIO CITY","Unit","Flat","1172000","62.94","62.94","1 B/R","1","Dubai Internet City","","Motor City","0","0","","BEACH OASIS 2"
"102-57707-2026","2026-06-29 16:42:52","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","773000","32.6","32.6","Studio","1","","","","0","0","","AZIZI VENICE 7"
"102-57708-2026","2026-06-29 16:41:51","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Hebiah Fifth","Building","Villa","1505100","105.6","105.6","3 B/R","","","","","0","0","","Reportage Hills"
"102-57709-2026","2026-06-29 16:43:08","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Hebiah Fifth","Building","Villa","1560550","105.6","105.6","3 B/R","","","","","0","0","","Reportage Hills"
"102-57710-2026","2026-06-29 16:43:30","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","BUSINESS PARK","Unit","Shop","4590216","54.55","54.55","NA","1","Creek Metro Station","Dubai Mall","Downtown Dubai","0","0","","Maybach Ultimate Luxury "
"102-57711-2026","2026-06-29 17:02:07","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","786320","35.93","35.93","Studio","1","","","","0","0","","Azizi Venice 16"
"102-57712-2026","2026-06-29 16:43:53","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Hebiah Fifth","Building","Villa","1767000","176","176","3 B/R","","","","","0","0","","Reportage Hills"
"102-57713-2026","2026-06-29 16:44:04","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 3","Unit","Flat","1440000","73.03","73.03","1 B/R","1","","","","0","0","","Gate Eleven Residences "
"102-57714-2026","2026-06-29 16:44:49","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Hebiah Fifth","Building","Villa","2354500","105.6","105.6","3 B/R","","","","","0","0","","Reportage Hills"
"102-57715-2026","2026-06-29 16:45:02","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DAMAC HILLS","Unit","Flat","1466000","74.35","74.35","1 B/R","1","","","Motor City","0","0","","DAMAC DISTRICT"
"102-57716-2026","2026-07-01 08:47:34","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Office","750720","30.5","30.5","NA","1","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","ASPIRZ By Danube"
"102-57717-2026","2026-06-29 17:00:11","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","AL FURJAN","Unit","Hotel Apartment","594610","31.17","31.17","Studio","1","ENERGY Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","0","0","","Azizi Sikander"
"102-57718-2026","2026-06-29 16:45:50","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","1166822","34.94","34.94","Studio","1","Marina Mall Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Hilton Residences Dubai Jumeirah Lakes Towers"
"102-57719-2026","2026-06-29 17:09:46","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","586000","32.05","32.05","Studio","1","","","","0","0","","AZIZI VENICE 8"
"102-57720-2026","2026-06-29 16:46:55","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","ARJAN","Unit","Flat","826999","34","34","Studio","1","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","Binghatti Hillcrest"
"102-57721-2026","2026-06-29 16:47:50","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DAMAC HILLS","Unit","Flat","1463000","74.77","74.77","1 B/R","1","","","Motor City","0","0","","DAMAC DISTRICT"
"102-57722-2026","2026-06-29 16:47:57","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Hebiah Fifth","Building","Villa","2205750","105.6","105.6","3 B/R","","","","","0","0","","Reportage Hills"
"102-57723-2026","2026-06-29 16:57:53","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","AL FURJAN","Unit","Flat","578000","30.84","30.84","Studio","1","","","","0","0","","RAFFI BY AZIZI"
"102-57724-2026","2026-06-29 16:49:14","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MOTOR CITY","Unit","Flat","2086782","103.34","103.34","2 B/R","1","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","Mirdad"
"102-57725-2026","2026-06-29 16:49:17","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Hebiah Fifth","Building","Villa","1662000","105.6","105.6","3 B/R","","","","","0","0","","Reportage Hills"
"102-57726-2026","2026-06-29 16:54:40","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","CITY OF ARABIA","Unit","Flat","623000","31.48","31.48","Studio","1","","","IMG World Adventures","0","0","","Azizi Milan Heights "
"102-57727-2026","2026-06-29 16:51:10","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Yelayiss 1","Building","Villa","2814360","144","144","4 B/R","","","","","0","0","","DAMAC ISLANDS 2 - ANTIGUA 1"
"102-57728-2026","2026-06-29 16:51:18","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI STUDIO CITY","Unit","Hotel Rooms","315775","6.88","6.88","Studio","EU  0","Dubai Internet City","","Motor City","0","0","","The First Collection at Dubai Studio City"
"102-57729-2026","2026-06-29 16:51:28","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Hebiah Fifth","Building","Villa","2179800","105.6","105.6","3 B/R","","","","","0","0","","Reportage Hills"
"102-57730-2026","2026-06-29 16:52:15","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Hebiah Fifth","Building","Villa","2257600","105.6","105.6","3 B/R","","","","","0","0","","Reportage Hills"
"102-57731-2026","2026-06-29 16:52:29","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 3","Unit","Flat","1370000","70.18","70.18","1 B/R","1","","","","0","0","","Gate Eleven Residences "
"102-57732-2026","2026-06-29 16:57:36","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","730000","33.54","33.54","Studio","1","","","","0","0","","Azizi Venice 6"
"102-57733-2026","2026-06-29 16:55:18","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","CITY OF ARABIA","Unit","Flat","1136000","65.39","65.39","1 B/R","1","","","","0","0","","Arancia Yards By Beyond"
"102-57734-2026","2026-06-29 16:55:18","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 3","Building","Villa","10791000","399.55","399.55","5 B/R","","","","","0","0","","NUMA RESERVE "
"102-57735-2026","2026-06-29 16:55:25","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Hebiah Fifth","Building","Villa","1560550","105.6","105.6","3 B/R","","","","","0","0","","Reportage Hills"
"102-57736-2026","2026-06-29 16:55:36","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARITIME CITY","Unit","Flat","4671150","146.35","146.35","2 B/R","1","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","0","0",""," CHELSEA RESIDENCES BY DAMAC"
"102-57737-2026","2026-06-29 17:00:21","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","CITY OF ARABIA","Unit","Flat","625000","32.44","32.44","Studio","1","","","IMG World Adventures","0","0","","Azizi Milan 53"
"102-57738-2026","2026-06-29 16:57:14","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Yelayiss 2","Unit","Flat","1584888","95.42","95.42","2 B/R","1","","","","0","0","","Haya on the Park"
"102-57739-2026","2026-06-29 16:57:30","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","BUSINESS PARK","Unit","Shop","13450000","210.03","210.03","NA","4","Creek Metro Station","Dubai Mall","Downtown Dubai","0","0","","Maybach Six"
"102-57740-2026","2026-06-29 16:57:55","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE TRIANGLE","Unit","Flat","3049999","230.52","230.52","3 B/R","2","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","","Binghatti Flare 02"
"102-57741-2026","2026-06-29 16:59:26","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","ARJAN","Unit","Flat","600000","31.64","31.64","Studio","1  0","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","0","0","","Enchante By GRID"
"102-57742-2026","2026-06-29 16:59:51","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Dubai Investment Park Second","Unit","Flat","1067000","69.99","69.99","1 B/R","1","","","","0","0","","DAMAC RIVERSIDE VIEWS - AZURE 2"
"102-57743-2026","2026-06-29 17:00:53","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MOTOR CITY","Unit","Flat","1739067","84.43","84.43","1 B/R","1","Dubai Internet City","Mall of the Emirates","Motor City","0","0","","Takaya "
"102-57744-2026","2026-06-29 17:01:55","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","1277138","36.34","36.34","Studio","1","Marina Mall Metro Station","Marina Mall","Sports City Swimming Academy","0","0","","Hilton Residences Dubai Jumeirah Lakes Towers"
"102-57745-2026","2026-06-29 17:05:25","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Hebiah Fifth","Building","Villa","2205750","105.6","105.6","3 B/R","","","","","0","0","","Reportage Hills"
"102-57746-2026","2026-06-29 17:06:17","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Hebiah Fifth","Building","Villa","2312000","105.6","105.6","3 B/R","","","","","0","0","","Reportage Hills"
"102-57747-2026","2026-06-29 17:07:09","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Hebiah Fifth","Building","Villa","2631500","105.6","105.6","3 B/R","","","","","0","0","","Reportage Hills"
"102-57748-2026","2026-06-29 17:56:38","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","599000","33.86","33.86","Studio","1","","","","0","0","","AZIZI VENICE 14"
"102-57749-2026","2026-06-29 17:49:46","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DOWN TOWN JABAL ALI","Unit","Hotel Apartment","588000","31.73","31.73","Studio","1","","","","0","0","","Arian By Azizi "
"102-57750-2026","2026-06-29 17:52:04","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DOWN TOWN JABAL ALI","Unit","Hotel Apartment","884000","62.64","62.64","1 B/R","1","","","","0","0","","Arian By Azizi "
"102-57751-2026","2026-06-29 17:09:05","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Hebiah Fifth","Building","Villa","1557000","105.6","105.6","3 B/R","","","","","0","0","","Reportage Hills"
"102-57752-2026","2026-06-29 17:32:00","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","696000","33.5","33.5","Studio","1","","","","0","0","","azizi venice 12"
"102-57753-2026","2026-06-29 17:30:17","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Jabal Ali Industrial Second","Unit","Flat","587000","31.37","31.37","Studio","1","","","","0","0","","Azizi Wares"
"102-57754-2026","2026-06-29 17:09:43","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1206758.4","76.84","76.84","1 B/R","1","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","0","0","","OXFORD COVE"
"102-57755-2026","2026-06-29 17:29:16","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","655000","35.27","35.27","Studio","1","","","","0","0","","AZIZI VENICE 11"
"102-57756-2026","2026-06-29 17:26:28","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","675000","36.84","36.84","Studio","1","","","","0","0","","azizi venice 12"
"102-57757-2026","2026-06-29 17:25:04","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","SAMA AL JADAF","Unit","Flat","871000","31.27","31.27","Studio","1","Creek Metro Station","Dubai Mall","Dubai International Airport","0","0","","Azizi David"
"102-57758-2026","2026-06-29 17:23:41","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","CITY OF ARABIA","Unit","Flat","1023660","60.79","60.79","1 B/R","1","","","IMG World Adventures","0","0","","Azizi Milan Heights "
"102-57759-2026","2026-06-29 17:33:50","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","SAMA AL JADAF","Unit","Flat","889000","30.92","30.92","Studio","1","Creek Metro Station","Dubai Mall","Downtown Dubai","0","0","","Azizi Leily"
"102-57760-2026","2026-06-29 17:22:34","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DOWN TOWN JABAL ALI","Unit","Hotel Apartment","587000","31.73","31.73","Studio","1","","","","0","0","","Arian By Azizi "
"102-57761-2026","2026-06-29 17:20:52","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","CITY OF ARABIA","Unit","Flat","578000","32.03","32.03","Studio","1","","","IMG World Adventures","0","0","","Azizi Milan 20"
"102-57762-2026","2026-06-29 17:19:15","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","599000","33.95","33.95","Studio","1","","","","0","0","","AZIZI VENICE 14"
"102-57763-2026","2026-06-29 17:17:48","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","738000","35.45","35.45","Studio","1","","","","0","0","","Azizi Venice 15"
"102-57764-2026","2026-06-29 17:16:27","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","642200","35.35","35.35","Studio","1","","","","0","0","","azizi venice 13 "
"102-57765-2026","2026-06-29 17:21:37","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DOWN TOWN JABAL ALI","Unit","Hotel Apartment","575000","31.76","31.76","Studio","1","","","","0","0","","Arian By Azizi "
"102-57766-2026","2026-06-29 17:19:03","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","1150000","68.14","68.14","1 B/R","1","","","","0","0","","azizi venice 12"
"102-57767-2026","2026-06-29 17:16:41","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","661500","33.38","33.38","Studio","1","","","","0","0","","azizi venice 12"
"102-57768-2026","2026-06-29 17:15:03","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARITIME CITY","Unit","Flat","4949000","146.35","146.35","2 B/R","1","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","0","0",""," CHELSEA RESIDENCES BY DAMAC"
"102-57769-2026","2026-06-29 17:30:20","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","604466.75","35.37","35.37","Studio","1","","","","0","0","","azizi venice 13 "
"102-57770-2026","2026-06-29 17:17:58","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Hebiah Fifth","Building","Villa","1779000","176","176","3 B/R","","","","","0","0","","Reportage Hills"
"102-57771-2026","2026-06-29 17:18:27","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARITIME CITY","Unit","Flat","2689580","74.78","74.78","1 B/R","1","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","0","0","","Breez by Danube"
"102-57772-2026","2026-06-29 17:18:30","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Hebiah Fifth","Building","Villa","1606600","105.6","105.6","3 B/R","","","","","0","0","","Reportage Hills"
